person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,cb_person_default_on_file,loan_status
22,39900,RENT,4.0,VENTURE,B,N,1
25,47000,RENT,4.0,MEDICAL,B,N,1
25,52000,RENT,5.0,MEDICAL,B,N,1
24,23500,MORTGAGE,2.0,DEBTCONSOLIDATION,B,N,0
25,54000,RENT,8.0,DEBTCONSOLIDATION,C,Y,1
22,54000,RENT,6.0,VENTURE,A,N,1
23,54586,RENT,5.0,PERSONAL,B,N,1
26,62004,RENT,5.0,MEDICAL,A,N,1
22,70000,RENT,1.0,MEDICAL,B,N,0
23,72000,RENT,3.0,MEDICAL,B,N,0
23,78000,RENT,2.0,VENTURE,A,N,0
25,23920,MORTGAGE,0.0,MEDICAL,D,Y,1
26,96000,RENT,6.0,PERSONAL,C,Y,0
26,50000,RENT,10.0,PERSONAL,B,N,1
26,55000,RENT,7.0,DEBTCONSOLIDATION,A,N,1
22,70000,RENT,2.0,DEBTCONSOLIDATION,B,N,0
22,36500,RENT,0.0,VENTURE,A,N,1
22,43000,RENT,4.0,DEBTCONSOLIDATION,B,N,1
24,34300,RENT,4.0,MEDICAL,B,N,1
21,36000,RENT,3.0,EDUCATION,C,N,1
22,38000,RENT,2.0,MEDICAL,A,N,1
25,55784,RENT,2.0,DEBTCONSOLIDATION,C,N,1
23,74196,RENT,2.0,EDUCATION,B,N,0
25,75000,RENT,0.0,EDUCATION,A,N,0
21,24000,MORTGAGE,0.0,VENTURE,A,N,0
26,145000,RENT,3.0,EDUCATION,C,Y,0
22,24000,MORTGAGE,5.0,EDUCATION,A,N,0
22,48888,RENT,1.0,PERSONAL,C,N,1
22,50000,RENT,2.0,DEBTCONSOLIDATION,B,N,1
23,120000,RENT,7.0,PERSONAL,A,N,0
22,24000,MORTGAGE,1.0,VENTURE,C,N,1
25,24000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,Y,0
22,34000,RENT,0.0,VENTURE,B,N,1
24,35004,RENT,3.0,PERSONAL,B,N,1
23,42504,RENT,0.0,MEDICAL,B,N,1
22,24000,MORTGAGE,4.0,VENTURE,A,N,0
22,36996,RENT,2.0,PERSONAL,D,Y,1
24,45600,RENT,2.0,VENTURE,C,N,1
23,46000,RENT,6.0,PERSONAL,B,N,1
25,46000,RENT,8.0,DEBTCONSOLIDATION,C,N,1
23,50000,RENT,4.0,VENTURE,B,N,1
24,36000,RENT,4.0,VENTURE,B,N,1
25,36400,RENT,2.0,PERSONAL,B,N,1
22,36000,RENT,6.0,DEBTCONSOLIDATION,B,N,1
24,55000,RENT,4.0,EDUCATION,B,N,1
23,27000,RENT,2.0,VENTURE,C,Y,1
23,33000,RENT,4.0,VENTURE,B,N,1
21,30720,RENT,5.0,EDUCATION,C,Y,1
23,39996,RENT,2.0,EDUCATION,B,N,1
25,40000,RENT,2.0,MEDICAL,C,Y,1
22,24000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,N,0
25,42000,RENT,3.0,VENTURE,A,N,1
24,24000,MORTGAGE,3.0,MEDICAL,A,N,0
24,42765,RENT,9.0,DEBTCONSOLIDATION,C,Y,1
24,43000,RENT,9.0,MEDICAL,A,N,1
22,44000,RENT,7.0,EDUCATION,C,Y,1
24,44000,RENT,6.0,VENTURE,B,N,1
22,46800,RENT,6.0,MEDICAL,C,Y,1
22,48000,RENT,5.0,EDUCATION,B,N,1
24,50000,RENT,1.0,MEDICAL,B,N,1
24,50000,RENT,4.0,VENTURE,A,N,1
23,24000,MORTGAGE,2.0,MEDICAL,D,Y,1
26,50000,RENT,5.0,EDUCATION,C,N,1
22,50000,RENT,6.0,VENTURE,C,N,1
22,52000,RENT,6.0,EDUCATION,C,N,1
25,52000,RENT,2.0,VENTURE,C,N,1
22,52000,RENT,1.0,VENTURE,C,Y,1
25,52526,RENT,9.0,VENTURE,B,N,1
22,46610,RENT,6.0,DEBTCONSOLIDATION,B,N,1
24,48000,RENT,5.0,PERSONAL,A,N,1
25,55000,RENT,2.0,EDUCATION,C,N,1
23,24000,MORTGAGE,5.0,MEDICAL,B,N,1
24,56000,RENT,2.0,EDUCATION,C,N,1
21,50000,RENT,2.0,EDUCATION,D,N,1
25,58000,RENT,6.0,VENTURE,C,N,1
22,60000,RENT,3.0,EDUCATION,D,N,0
22,60000,RENT,0.0,EDUCATION,B,N,0
25,61500,RENT,1.0,EDUCATION,C,Y,0
26,24000,MORTGAGE,10.0,MEDICAL,A,N,1
22,62000,RENT,0.0,MEDICAL,C,Y,0
23,24000,MORTGAGE,1.0,EDUCATION,B,N,0
22,63000,RENT,0.0,VENTURE,B,N,0
23,63000,RENT,1.0,EDUCATION,B,N,0
23,63000,RENT,2.0,EDUCATION,C,Y,0
25,65000,RENT,8.0,VENTURE,A,N,0
25,66000,RENT,9.0,EDUCATION,B,N,0
21,68000,RENT,4.0,EDUCATION,B,N,0
25,65000,RENT,3.0,PERSONAL,D,N,1
26,71820,RENT,10.0,DEBTCONSOLIDATION,B,N,0
24,66000,RENT,2.0,PERSONAL,D,Y,1
24,72000,RENT,4.0,VENTURE,A,N,0
23,73500,RENT,7.0,EDUCATION,A,N,0
25,24000,MORTGAGE,0.0,VENTURE,D,Y,0
23,75000,RENT,7.0,EDUCATION,C,Y,0
25,24000,MORTGAGE,2.0,PERSONAL,D,Y,1
23,75576,RENT,7.0,EDUCATION,B,N,0
26,78000,RENT,6.0,EDUCATION,C,N,0
21,80000,RENT,6.0,VENTURE,A,N,0
23,80000,RENT,5.0,VENTURE,A,N,0
22,80000,RENT,1.0,EDUCATION,B,N,0
23,81000,RENT,7.0,MEDICAL,C,N,0
23,24000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,N,1
23,82000,RENT,7.0,MEDICAL,A,N,0
23,76500,RENT,3.0,DEBTCONSOLIDATION,B,N,1
24,24000,MORTGAGE,4.0,EDUCATION,D,N,0
26,24000,MORTGAGE,5.0,PERSONAL,C,N,0
22,82570,RENT,6.0,VENTURE,C,N,0
22,24000,MORTGAGE,6.0,MEDICAL,A,N,0
25,85000,RENT,0.0,EDUCATION,B,N,0
26,86000,RENT,10.0,VENTURE,A,N,0
23,87000,RENT,2.0,EDUCATION,B,N,0
23,88000,RENT,1.0,EDUCATION,C,N,0
23,90000,RENT,4.0,PERSONAL,B,N,0
24,95000,RENT,3.0,DEBTCONSOLIDATION,A,N,0
24,102000,RENT,8.0,EDUCATION,C,Y,0
24,110000,RENT,4.0,DEBTCONSOLIDATION,B,N,0
23,87550,RENT,7.0,MEDICAL,A,N,1
26,116004,RENT,6.0,VENTURE,B,N,0
22,125000,RENT,3.0,MEDICAL,C,Y,0
22,144500,RENT,5.0,DEBTCONSOLIDATION,C,N,0
21,75000,RENT,3.0,EDUCATION,C,N,0
26,130000,RENT,2.0,PERSONAL,A,N,0
22,48000,RENT,0.0,DEBTCONSOLIDATION,C,N,1
22,65000,RENT,6.0,DEBTCONSOLIDATION,B,N,0
26,24000,MORTGAGE,5.0,PERSONAL,B,N,0
24,24000,MORTGAGE,3.0,EDUCATION,C,Y,0
22,24000,MORTGAGE,2.0,EDUCATION,D,N,0
23,45000,RENT,1.0,DEBTCONSOLIDATION,A,N,1
22,65500,RENT,4.0,EDUCATION,B,N,0
21,24000,MORTGAGE,2.0,EDUCATION,B,N,0
23,24091,MORTGAGE,5.0,PERSONAL,C,Y,0
23,36000,RENT,2.0,VENTURE,C,N,1
21,37232,RENT,3.0,MEDICAL,B,N,1
21,24396,MORTGAGE,2.0,VENTURE,D,N,0
24,40800,RENT,6.0,MEDICAL,B,N,1
25,44000,RENT,6.0,EDUCATION,B,N,1
23,47500,RENT,5.0,MEDICAL,C,N,1
22,49176,RENT,7.0,MEDICAL,C,N,1
23,49270,RENT,7.0,DEBTCONSOLIDATION,C,N,1
23,53352,RENT,3.0,VENTURE,A,N,1
24,58000,RENT,5.0,EDUCATION,C,Y,0
23,59000,RENT,1.0,EDUCATION,B,N,0
26,60000,RENT,10.0,VENTURE,A,N,0
26,75000,RENT,4.0,PERSONAL,A,N,0
22,24900,MORTGAGE,1.0,MEDICAL,C,N,1
21,24960,MORTGAGE,0.0,PERSONAL,C,Y,0
23,40000,RENT,2.0,EDUCATION,B,N,1
21,45408,RENT,3.0,DEBTCONSOLIDATION,B,N,1
23,24996,MORTGAGE,4.0,EDUCATION,B,N,0
22,58000,RENT,0.0,EDUCATION,A,N,0
24,82000,RENT,7.0,PERSONAL,B,N,0
24,96000,RENT,1.0,DEBTCONSOLIDATION,B,N,0
24,133000,RENT,5.0,EDUCATION,B,N,0
24,95000,RENT,8.0,PERSONAL,D,N,0
23,35000,RENT,6.0,EDUCATION,B,N,1
22,40000,RENT,1.0,DEBTCONSOLIDATION,B,N,1
22,41400,RENT,2.0,MEDICAL,C,N,1
22,42000,RENT,5.0,DEBTCONSOLIDATION,A,N,1
24,43275,RENT,4.0,MEDICAL,C,N,1
24,45792,RENT,3.0,DEBTCONSOLIDATION,B,N,1
23,47000,RENT,8.0,DEBTCONSOLIDATION,B,N,1
24,50000,RENT,3.0,PERSONAL,C,N,1
23,51000,RENT,7.0,PERSONAL,A,N,1
25,52000,RENT,9.0,MEDICAL,C,Y,1
23,52000,RENT,3.0,DEBTCONSOLIDATION,B,N,1
23,54660,RENT,6.0,MEDICAL,B,N,1
24,55782,RENT,3.0,DEBTCONSOLIDATION,A,N,0
23,53000,RENT,8.0,PERSONAL,B,N,1
23,60000,RENT,3.0,PERSONAL,B,N,0
25,60000,RENT,3.0,PERSONAL,A,N,0
25,62000,RENT,3.0,VENTURE,A,N,0
26,65000,RENT,0.0,VENTURE,C,N,0
23,70000,RENT,1.0,PERSONAL,B,N,0
24,75000,RENT,0.0,DEBTCONSOLIDATION,B,N,0
24,75000,RENT,8.0,EDUCATION,B,N,0
23,78000,RENT,5.0,MEDICAL,B,N,0
21,25000,MORTGAGE,2.0,VENTURE,B,N,0
23,85500,RENT,1.0,EDUCATION,C,Y,0
22,89004,RENT,7.0,DEBTCONSOLIDATION,A,N,0
26,66300,RENT,0.0,MEDICAL,D,Y,1
23,90000,RENT,7.0,EDUCATION,B,N,0
26,95000,RENT,10.0,EDUCATION,B,N,0
22,96000,RENT,6.0,PERSONAL,B,N,0
25,114000,RENT,3.0,EDUCATION,B,N,0
21,49000,RENT,2.0,PERSONAL,D,Y,1
24,72000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
26,25000,MORTGAGE,10.0,MEDICAL,A,N,0
22,34819,RENT,2.0,PERSONAL,B,N,1
22,50000,RENT,1.0,MEDICAL,B,N,1
22,25000,MORTGAGE,4.0,EDUCATION,A,N,0
24,55000,RENT,8.0,MEDICAL,B,N,1
22,60000,RENT,2.0,MEDICAL,C,Y,0
24,60000,RENT,8.0,EDUCATION,A,N,0
23,60000,RENT,0.0,MEDICAL,C,Y,0
26,54000,RENT,3.0,MEDICAL,D,Y,1
22,66000,RENT,6.0,MEDICAL,C,Y,0
22,58650,RENT,6.0,MEDICAL,D,N,1
26,97000,RENT,4.0,MEDICAL,A,N,0
23,103000,RENT,4.0,DEBTCONSOLIDATION,C,N,0
24,125000,RENT,8.0,VENTURE,B,N,0
23,36000,RENT,2.0,MEDICAL,D,Y,1
22,44500,RENT,1.0,DEBTCONSOLIDATION,B,N,1
26,45000,RENT,10.0,MEDICAL,C,N,1
23,46272,RENT,7.0,DEBTCONSOLIDATION,B,N,1
24,25000,MORTGAGE,1.0,MEDICAL,B,N,0
22,50496,RENT,6.0,MEDICAL,C,Y,1
23,54000,RENT,7.0,VENTURE,C,N,1
23,54996,RENT,4.0,EDUCATION,B,N,0
26,70000,RENT,9.0,MEDICAL,C,Y,0
25,98400,RENT,4.0,PERSONAL,D,Y,0
22,40428,RENT,4.0,MEDICAL,B,N,1
26,47000,RENT,0.0,MEDICAL,A,N,1
23,47000,RENT,5.0,VENTURE,B,N,1
22,48000,RENT,6.0,MEDICAL,A,N,1
24,25000,MORTGAGE,3.0,VENTURE,A,N,0
26,83300,RENT,2.0,MEDICAL,D,N,1
24,45000,RENT,1.0,PERSONAL,C,Y,1
22,27600,RENT,2.0,DEBTCONSOLIDATION,B,N,1
26,47000,RENT,5.0,PERSONAL,B,N,1
21,25000,MORTGAGE,6.0,PERSONAL,A,N,0
22,54000,RENT,3.0,DEBTCONSOLIDATION,B,N,0
23,30000,RENT,1.0,EDUCATION,C,N,1
22,33000,RENT,1.0,VENTURE,B,N,1
26,35000,RENT,2.0,EDUCATION,A,N,1
26,25000,MORTGAGE,0.0,MEDICAL,D,N,1
24,35000,RENT,2.0,MEDICAL,B,N,1
24,35500,RENT,3.0,PERSONAL,A,N,1
23,25000,MORTGAGE,0.0,PERSONAL,C,N,0
21,25000,MORTGAGE,4.0,VENTURE,C,Y,0
22,36900,RENT,5.0,VENTURE,A,N,1
25,38000,RENT,8.0,MEDICAL,C,Y,1
25,39000,RENT,6.0,VENTURE,D,Y,1
24,39996,RENT,1.0,MEDICAL,B,N,1
25,40000,RENT,3.0,EDUCATION,B,N,1
23,40000,RENT,3.0,EDUCATION,C,Y,1
22,40000,RENT,1.0,EDUCATION,B,N,1
21,40000,RENT,0.0,EDUCATION,B,N,1
22,34000,RENT,0.0,EDUCATION,D,N,1
21,41900,RENT,2.0,VENTURE,C,Y,1
24,42494,RENT,7.0,VENTURE,B,N,1
23,25000,MORTGAGE,4.0,MEDICAL,A,N,0
24,42856,RENT,8.0,DEBTCONSOLIDATION,A,N,1
25,43000,RENT,3.0,VENTURE,B,N,1
24,25000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,N,0
23,44000,RENT,7.0,EDUCATION,A,N,1
24,44000,RENT,8.0,MEDICAL,A,N,1
26,25000,MORTGAGE,1.0,VENTURE,C,N,1
24,25000,MORTGAGE,1.0,MEDICAL,A,N,0
22,38400,RENT,4.0,VENTURE,C,Y,1
24,25000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,N,0
22,45000,RENT,6.0,DEBTCONSOLIDATION,B,N,1
24,25040,MORTGAGE,1.0,VENTURE,A,N,0
23,39000,RENT,1.0,PERSONAL,B,N,1
25,39000,RENT,9.0,MEDICAL,D,Y,1
22,25200,MORTGAGE,2.0,PERSONAL,A,N,0
23,48000,RENT,2.0,EDUCATION,B,N,1
22,42000,RENT,0.0,VENTURE,D,N,1
25,50000,RENT,3.0,VENTURE,D,N,1
24,50000,RENT,8.0,VENTURE,B,N,1
24,51000,RENT,8.0,MEDICAL,C,N,1
21,52000,RENT,5.0,PERSONAL,D,N,1
22,53000,RENT,2.0,EDUCATION,A,N,0
24,54000,RENT,6.0,DEBTCONSOLIDATION,A,N,0
22,25200,MORTGAGE,7.0,MEDICAL,C,N,1
25,49000,RENT,2.0,DEBTCONSOLIDATION,C,N,1
22,55000,RENT,6.0,VENTURE,C,Y,0
21,55000,RENT,5.0,DEBTCONSOLIDATION,A,N,0
21,25200,MORTGAGE,0.0,PERSONAL,C,Y,1
22,25200,MORTGAGE,1.0,PERSONAL,C,N,0
25,58000,RENT,9.0,PERSONAL,A,N,0
25,52000,RENT,9.0,EDUCATION,C,N,1
22,25200,MORTGAGE,0.0,MEDICAL,B,N,1
22,52500,RENT,1.0,MEDICAL,B,N,1
26,60000,RENT,10.0,DEBTCONSOLIDATION,A,N,0
26,54000,RENT,2.0,VENTURE,D,N,1
24,25344,MORTGAGE,5.0,MEDICAL,D,N,1
22,61000,RENT,3.0,VENTURE,C,Y,0
23,62000,RENT,7.0,VENTURE,A,N,0
23,25480,MORTGAGE,7.0,PERSONAL,B,N,0
23,25500,MORTGAGE,2.0,DEBTCONSOLIDATION,C,N,0
22,25500,MORTGAGE,0.0,VENTURE,A,N,0
22,57336,RENT,6.0,MEDICAL,D,N,1
25,25568,MORTGAGE,7.0,EDUCATION,C,Y,1
23,64000,RENT,2.0,PERSONAL,B,N,0
22,64800,RENT,1.0,EDUCATION,B,N,0
21,65000,RENT,5.0,PERSONAL,B,N,0
24,25632,MORTGAGE,4.0,EDUCATION,B,N,0
22,65000,RENT,6.0,MEDICAL,A,N,0
22,65000,RENT,6.0,PERSONAL,A,N,0
23,65000,RENT,7.0,PERSONAL,D,N,0
22,25920,MORTGAGE,7.0,VENTURE,B,N,0
22,65000,RENT,6.0,DEBTCONSOLIDATION,C,Y,0
23,62500,RENT,4.0,DEBTCONSOLIDATION,D,N,1
23,63000,RENT,0.0,EDUCATION,D,N,1
25,26000,MORTGAGE,3.0,EDUCATION,B,N,0
20,64000,RENT,3.0,VENTURE,D,Y,1
24,72000,RENT,8.0,PERSONAL,C,Y,0
24,74337,RENT,8.0,PERSONAL,B,N,0
26,75000,RENT,1.0,VENTURE,B,N,0
23,26000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,N,0
26,75000,RENT,2.0,PERSONAL,C,Y,0
23,26000,MORTGAGE,7.0,MEDICAL,A,N,0
24,69000,RENT,2.0,DEBTCONSOLIDATION,B,N,1
21,20000,RENT,2.0,DEBTCONSOLIDATION,C,Y,0
22,26000,MORTGAGE,4.0,PERSONAL,B,N,0
25,23712,RENT,9.0,MEDICAL,B,N,0
21,24000,RENT,0.0,MEDICAL,B,N,1
22,24000,RENT,3.0,DEBTCONSOLIDATION,C,Y,0
21,24960,RENT,0.0,EDUCATION,C,N,0
26,25000,RENT,1.0,MEDICAL,C,Y,0
22,25000,RENT,3.0,DEBTCONSOLIDATION,D,N,1
21,26000,MORTGAGE,5.0,MEDICAL,D,Y,1
24,26000,MORTGAGE,8.0,MEDICAL,A,N,0
25,28000,RENT,6.0,DEBTCONSOLIDATION,A,N,0
22,26000,MORTGAGE,2.0,EDUCATION,A,N,0
24,28000,RENT,8.0,MEDICAL,B,N,0
23,28600,RENT,7.0,EDUCATION,A,N,0
22,29000,RENT,4.0,VENTURE,A,N,0
22,26000,MORTGAGE,6.0,VENTURE,C,Y,1
26,29000,RENT,2.0,MEDICAL,A,N,0
24,30000,RENT,0.0,EDUCATION,A,N,0
21,30000,RENT,0.0,EDUCATION,B,N,0
21,30000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
22,26000,MORTGAGE,3.0,PERSONAL,B,N,0
26,30000,RENT,2.0,EDUCATION,A,N,0
25,26004,MORTGAGE,3.0,EDUCATION,B,N,0
22,26004,MORTGAGE,1.0,EDUCATION,A,N,0
25,30035,RENT,9.0,MEDICAL,C,Y,0
22,26004,MORTGAGE,4.0,EDUCATION,A,N,0
25,33000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
21,33388,RENT,3.0,EDUCATION,B,N,0
22,26004,MORTGAGE,6.0,PERSONAL,A,N,1
23,33600,RENT,2.0,PERSONAL,B,N,0
25,33600,RENT,5.0,DEBTCONSOLIDATION,B,N,0
23,34000,RENT,0.0,MEDICAL,A,N,0
23,34800,RENT,1.0,VENTURE,B,N,0
25,34800,RENT,0.0,MEDICAL,C,Y,0
22,35000,RENT,4.0,VENTURE,C,Y,0
25,35000,RENT,9.0,VENTURE,B,N,0
26,29000,RENT,1.0,EDUCATION,C,N,1
24,35100,RENT,8.0,VENTURE,C,Y,0
22,35100,RENT,0.0,DEBTCONSOLIDATION,C,N,0
24,26400,MORTGAGE,0.0,DEBTCONSOLIDATION,A,N,0
23,36000,RENT,3.0,EDUCATION,B,N,0
22,36000,RENT,1.0,EDUCATION,A,N,0
22,36000,RENT,1.0,PERSONAL,A,N,0
23,31000,RENT,1.0,PERSONAL,D,Y,1
26,38000,RENT,6.0,PERSONAL,C,Y,0
24,32000,RENT,2.0,EDUCATION,C,N,1
23,38400,RENT,6.0,EDUCATION,B,N,0
21,38400,RENT,5.0,PERSONAL,C,Y,0
25,33600,RENT,0.0,EDUCATION,D,Y,1
24,39996,RENT,2.0,EDUCATION,A,N,0
22,40000,RENT,3.0,DEBTCONSOLIDATION,A,N,0
23,40000,RENT,2.0,EDUCATION,A,N,0
24,40000,RENT,1.0,MEDICAL,B,N,0
25,26400,MORTGAGE,5.0,MEDICAL,C,Y,0
23,40000,RENT,3.0,VENTURE,B,N,0
24,40000,RENT,4.0,EDUCATION,A,N,0
22,40800,RENT,6.0,VENTURE,A,N,0
22,42000,RENT,3.0,DEBTCONSOLIDATION,B,N,0
24,42000,RENT,2.0,VENTURE,C,N,0
23,43000,RENT,7.0,EDUCATION,A,N,0
21,45000,RENT,5.0,VENTURE,A,N,0
24,45000,RENT,5.0,EDUCATION,A,N,0
23,45000,RENT,0.0,EDUCATION,C,Y,0
22,48000,RENT,0.0,EDUCATION,A,N,0
21,42000,RENT,5.0,PERSONAL,D,Y,1
25,49000,RENT,3.0,EDUCATION,A,N,0
21,50000,RENT,5.0,EDUCATION,C,N,0
26,26400,MORTGAGE,10.0,PERSONAL,C,Y,0
22,26400,MORTGAGE,2.0,DEBTCONSOLIDATION,B,N,0
26,50400,RENT,1.0,PERSONAL,A,N,0
23,51000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
26,54000,RENT,10.0,PERSONAL,B,N,0
22,56000,RENT,6.0,EDUCATION,B,N,0
22,58000,RENT,6.0,EDUCATION,B,N,0
23,69000,RENT,0.0,MEDICAL,A,N,0
24,70399,RENT,0.0,DEBTCONSOLIDATION,A,N,0
22,72000,RENT,3.0,EDUCATION,A,N,0
25,26453,MORTGAGE,6.0,MEDICAL,B,N,1
23,75000,RENT,0.0,PERSONAL,C,Y,0
24,87000,RENT,0.0,PERSONAL,C,N,0
21,26500,MORTGAGE,3.0,MEDICAL,D,Y,1
23,38000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
23,14400,RENT,0.0,EDUCATION,B,N,0
23,77000,RENT,3.0,VENTURE,B,N,0
24,9960,RENT,4.0,VENTURE,A,N,0
24,26650,MORTGAGE,6.0,MEDICAL,B,N,0
24,13000,RENT,1.0,MEDICAL,B,N,0
22,14400,RENT,0.0,PERSONAL,B,N,0
22,26796,MORTGAGE,6.0,VENTURE,A,N,0
24,14400,RENT,0.0,MEDICAL,A,N,0
21,14400,RENT,2.0,DEBTCONSOLIDATION,A,N,0
23,15600,RENT,0.0,VENTURE,D,N,1
21,16200,RENT,3.0,EDUCATION,A,N,0
25,16800,RENT,4.0,MEDICAL,B,N,0
24,18000,RENT,0.0,EDUCATION,B,N,0
21,27000,MORTGAGE,3.0,MEDICAL,C,Y,0
23,20400,RENT,4.0,EDUCATION,D,N,1
23,20400,RENT,2.0,MEDICAL,A,N,0
22,21600,RENT,0.0,MEDICAL,A,N,0
23,26400,RENT,3.0,DEBTCONSOLIDATION,C,Y,1
22,27600,RENT,5.0,VENTURE,C,N,0
22,28000,RENT,0.0,MEDICAL,B,N,0
21,30000,RENT,2.0,EDUCATION,B,N,0
26,30000,RENT,2.0,VENTURE,B,N,0
22,31200,RENT,2.0,PERSONAL,B,N,0
23,31500,RENT,7.0,EDUCATION,B,N,0
24,32400,RENT,0.0,MEDICAL,C,Y,0
23,33000,RENT,3.0,EDUCATION,A,N,0
26,34000,RENT,0.0,VENTURE,B,N,0
26,27000,MORTGAGE,2.0,PERSONAL,D,N,0
23,36000,RENT,7.0,DEBTCONSOLIDATION,C,Y,0
24,36000,RENT,5.0,EDUCATION,B,N,0
23,36000,RENT,0.0,MEDICAL,B,N,0
21,40000,RENT,5.0,VENTURE,D,N,0
25,40000,RENT,5.0,PERSONAL,A,N,0
25,43000,RENT,9.0,MEDICAL,A,N,0
24,27000,MORTGAGE,7.0,EDUCATION,B,N,0
22,44664,RENT,5.0,MEDICAL,C,Y,0
23,39000,RENT,2.0,DEBTCONSOLIDATION,D,N,1
25,48000,RENT,4.0,EDUCATION,C,N,0
22,27000,MORTGAGE,1.0,EDUCATION,B,N,1
22,27000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,N,0
25,55000,RENT,3.0,DEBTCONSOLIDATION,B,N,0
23,58000,RENT,4.0,EDUCATION,C,N,0
23,58700,RENT,8.0,PERSONAL,B,N,0
24,27000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,N,0
25,60000,RENT,0.0,MEDICAL,A,N,0
23,60000,RENT,7.0,DEBTCONSOLIDATION,B,N,0
22,100000,RENT,3.0,MEDICAL,A,N,0
24,9600,RENT,3.0,EDUCATION,C,N,1
26,41000,RENT,1.0,MEDICAL,A,N,0
24,45000,RENT,5.0,MEDICAL,C,Y,0
26,50000,RENT,10.0,VENTURE,A,N,0
22,54000,RENT,4.0,DEBTCONSOLIDATION,C,Y,1
25,89000,RENT,4.0,VENTURE,B,N,0
25,24000,RENT,0.0,EDUCATION,C,Y,1
24,26000,RENT,2.0,MEDICAL,C,N,1
24,44400,RENT,0.0,PERSONAL,B,N,1
26,27138,MORTGAGE,10.0,DEBTCONSOLIDATION,B,N,0
25,51500,RENT,5.0,VENTURE,C,N,0
21,23004,RENT,5.0,VENTURE,B,N,0
25,42000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
22,69600,RENT,6.0,DEBTCONSOLIDATION,C,N,0
24,10000,RENT,0.0,VENTURE,B,N,0
22,27302,MORTGAGE,6.0,MEDICAL,B,N,0
23,14650,RENT,0.0,DEBTCONSOLIDATION,D,Y,1
23,27350,MORTGAGE,5.0,VENTURE,B,N,0
24,27360,MORTGAGE,5.0,PERSONAL,A,N,0
24,27442,MORTGAGE,8.0,DEBTCONSOLIDATION,B,N,0
24,30000,RENT,4.0,MEDICAL,D,Y,1
25,30000,RENT,4.0,MEDICAL,C,N,0
23,27500,MORTGAGE,7.0,EDUCATION,B,N,0
22,33000,RENT,1.0,MEDICAL,C,Y,0
26,40000,RENT,1.0,MEDICAL,A,N,0
26,40044,RENT,1.0,VENTURE,B,N,0
26,35652,RENT,5.0,DEBTCONSOLIDATION,B,N,1
24,27600,MORTGAGE,1.0,PERSONAL,C,Y,0
23,42000,RENT,7.0,EDUCATION,B,N,1
22,27600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
24,27600,MORTGAGE,5.0,MEDICAL,D,Y,1
24,21600,RENT,0.0,MEDICAL,A,N,0
23,30000,RENT,1.0,PERSONAL,D,N,1
24,47000,RENT,0.0,MEDICAL,B,N,0
26,55560,RENT,5.0,MEDICAL,C,N,0
22,101000,RENT,0.0,EDUCATION,A,N,0
24,27000,RENT,1.0,MEDICAL,D,Y,1
22,27040,RENT,0.0,DEBTCONSOLIDATION,C,N,0
25,27996,RENT,0.0,MEDICAL,B,N,0
23,28000,RENT,7.0,PERSONAL,C,Y,0
22,28500,RENT,1.0,EDUCATION,B,N,0
23,27600,MORTGAGE,0.0,EDUCATION,C,Y,0
24,28596,RENT,5.0,EDUCATION,B,N,0
23,28800,RENT,0.0,MEDICAL,A,N,0
23,30000,RENT,1.0,DEBTCONSOLIDATION,A,N,0
21,30000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
24,30000,RENT,2.0,DEBTCONSOLIDATION,C,Y,0
21,30000,RENT,0.0,DEBTCONSOLIDATION,C,N,0
23,31000,RENT,1.0,DEBTCONSOLIDATION,A,N,0
26,27983,MORTGAGE,7.0,DEBTCONSOLIDATION,A,N,0
25,31200,RENT,9.0,VENTURE,B,N,0
25,31500,RENT,2.0,VENTURE,B,N,0
25,32000,RENT,2.0,DEBTCONSOLIDATION,A,N,0
25,32000,RENT,1.0,DEBTCONSOLIDATION,A,N,0
24,32000,RENT,1.0,EDUCATION,C,Y,0
24,32304,RENT,8.0,MEDICAL,B,N,1
25,33000,RENT,5.0,VENTURE,B,N,0
22,27996,MORTGAGE,4.0,MEDICAL,D,N,1
22,27996,MORTGAGE,4.0,MEDICAL,B,N,0
23,33996,RENT,1.0,EDUCATION,A,N,0
25,34942,RENT,7.0,PERSONAL,B,N,0
21,35000,RENT,3.0,EDUCATION,A,N,0
25,35000,RENT,1.0,MEDICAL,B,N,0
23,35000,RENT,6.0,DEBTCONSOLIDATION,B,N,0
